"callnum","circ","lang","ctry"
"DD259.7.A3 A25 2009","0","ger","gw "
"DD259.7.A3 A25 2009","0","ger","gw "
"D116.7.I3 K33 2006","0","ara","ti "
"BV2230 .P254 1949","0","por","sp "
"JQ1849.A91 N34 2007","0","ara","iq "
"DJ401.G45 .G47 2008","0","dut","ne "
"PJ7858.I77 A74 2006","0","ara","ti "
"DS79.9.H27 K49 2008","0","kur","iq "
"DS556.45.M6 B6 2007","0","vie","vm "
"KKQ3643.A311999 A4 1999","0","por","po "
"PK6908.4 .A35 2007","0","ara","iq "
"HC444 .N4643 2005","0","vie","vm "
"PJ7862.A93 Z89 2006","0","ara","iq "
"D13.5.I8 S227 2008","1","ita","it "
"GV1713.L53 U73 2002","0","ara","ly "
"PQ9463 .F76 1994","0","glg","sp "
"JC11 .S7775 2007","0","ita","it "
"JQ898.D293 M67 2007","0","vie","vm "
"PS4555.H57 T48 1964 sound/d","0","eng","nyu"
"PJ7962.A438 H28 2007","0","ara","ti "
"PG1419.29.A8 A55 1999","0","ita","it "
"PJ7852.A77 Z54 1999","0","ara","wj "
"HD8700.5.A6 V36 2008","0","vie","vm "
"PC5009 .C57 2000","0","por","bl "
"Z722.7 .Q29 2007","0","ara","iq "
"PJ7862 .H2177 2006","0","ara","ly "
"PJ7916.I557 L56 2006","0","ara","ti "
"DT1402 .B47 2008","0","por","po "
"BV630.3 .V54 2006","0","ita","it "
"PJ2345 .U4312 2006","0","ara","mr "
"ND833.L6 A4 1999","0","por","po "
"BF371 .G35516 2002","0","ita","it "
"PN5329.A993 D534 1970","0","por","po "
"PJ7760.I183 D58 2007","0","ara","ti "
"JL2498.T7 A54 2008","0","por","bl "
"HG3090.R64 B5638 2006","0","ara","ly "
"P94.5.W652 B76 2008","0","por","bl "
"HD9744.V433 A979 2009","1","ger","gw "
"PZ44 .L7 2007","0","ita","it "
"F2519.1.P52 C37 2005","0","por","bl "
"DK510.35.L35 K87 2006","0","rus","ru "
"PT7660 .D322 2006","2","dan","dk "
"PT7660 .D322 2006","1","dan","dk "
"PT7660 .D322 2006","0","dan","dk "
"PT7660 .D322 2006","1","dan","dk "
"PT7660 .D322 2006","0","dan","dk "
"N6689.M35 A4 2008","1","spa","ec "
"HX358.5 .N47 2007","0","bul","bu "
"PN5026.L47 A4 2009","0","por","bl "
"BP170.25 .M33 2004","0","ara","jo "
"PJ7864.A35 Z586 2006","0","ara","ua "
"PG1420.19.G55 B4 2007","0","srp","yu "
"BX8768.7 . A46 2009","0","por","bl "
"DS79.76 .D34 2007","0","ara","ua "
"NA9031 W57 2009","0","por","bl "
"F1788.2 .R62 1960","0","spa","cu "
"PJ7577 .J86 2007","0","ara","jo "
"DL154 .D36 2008","1","dan","dk "
"DL154 .D36 2008","0","dan","dk "
"HM728 .N46 2007","0","vie","vm "
"PL8655.4 .S56 2004","0","bnt","mz "
"PG3550.I82 G87 2007","0","rus","is "
"DS97.5 .B55 2005","0","ara","jo "
"DR584.5 .T865 2004","0","rus","ai "
"RS380 .B73 1968","1","por","bl "
"PN2859.S566 D53 2002","0","slo","xo "
"PQ9135 .L44 2002","0","por","po "
"DS153.198 .A35 2008","0","ara","jo "
"GV1630.E2 B25 2005","0","spa","ec "
"PG5040.18.A93 B37 2005","0","cze","xr "
"PN2960.V5 N488 2009","0","vie","vm "
"N6923.T5 M37 2008","0","ita","it "
"JQ1826.A98 S8745 2004","0","ara","le "
"PQ9929.L87 Z59 1972","0","por","po "
"DK18 .R62 2003","0","rus","ru "
"Z6621 .A135 2001","0","ara","le "
"DS560.72.H6 L4634 2009","0","vie","vm "
"JN96.A58 P69 2002","0","eng","nyu"
"NC750 .P86 1980","0","ita","it "
"BS2575.3 A335 2007","0","ara","le "
"PN2960.V5 P436 2009","0","vie","vm "
"CS408 .O76 2004","0","slo","xo "
"BP130.2 .D572 2007","0","ara","le "
"DS556.42 .N46542 2009","0","vie","vm "
"DB217.M3 M33 1948","0","cze","cs "
"KTA4286 .A97 2008","0","eng","nr "
"DK908.8617 .T36 2002","0","kaz","kz "
"PL76.5 .T552 2001","0","kaz","kz "
"DS556.3 .T792 2009","0","vie","vm "
"HQ1236.5.K4 C44 2005","0","eng","ke "
"DK907 .S63 2003","0","kaz","kz "
"PL76.9.T675 A6 2001","0","kaz","kz "
"DT515.9.R46 O38 2008","0","eng","nr "
"JQ769.5.C6 S55 2008","0","eng","io "
"DS555.7 .P423 2008","0","vie","vm "
"HD9502.Z552 Z55 2002","0","eng","ke "
"DS556.42 .V862 2008","0","vie","vm "
"DS560.72.H6 B85 2008","0","vie","vm "
"JQ3096 .O3456 2008","0","eng","nr "
"HQ1236.5.N6 L44 2007","0","eng","nr "
"HV462.5 .K68 2008","0","eng","ke "
"LB1731 .C55 1981","0","eng","dcu"
"CJ319 .G54 1958","0","eng","enk"
"TL4026 .T785 2008","0","eng","dcu"
"PR9375.9.A285 A63 2008","0","eng","bx "
"KTW362 .M33 2009","0","eng","ug "
"HD6079.2.N5 O55 2007","0","eng","nr "
"N6841 .A8","0","fre","fre"
"HC1055 .S619 2006","0","eng","nr "
"HD75 .M249 2007","0","eng","mw "
"JN6699.A15 M857 2009","0","eng","stk"
"S600.7.D76 D7546 2006","0","eng","tz "
"PL8704.M559 W66 2007","0","eng","tz "
"P92.A353 E54 2008","0","eng","ke "
"PC5411 .X67 1984","0","glg","sp "
"PQ8098.412.A767 S43 2003","0","spa","cl "
"DP557.S7 V45 1930","0","por","po "
"DP402.P27 P47 1995","0","glg","sp "
"JQ751.A91 S68 2008","1","eng","si "
"PN49 .A47 2001","0","kaz","kz "
"PN6377.K39 Q39 2003","0","kaz","kz "
"PQ6663.E3388 C66 1978","0","por","mau"
"PL76.9.O85 Z73 2003","0","rus","kz "
"B1900 .I5 1999","0","ita","it "
"BX3702 .S55 1880","0","por","po "
"HC187 .P286 2008","0","por","bl "
"PQ9697.M18 Z799 2008","0","por","bl "
"HE8697.95.B6 B34 2008","0","por","bl "
"HC187 .S699 2009","0","por","bl "
"F2659.N4 B377 2009","0","por","bl "
"DP302.B46 .I93 2008","1","spa","sp "
"HT384.T342 M678 2009","0","eng","tz "
"PQ9698.29.A87 Z86 2009","0","por","bl "
"PN1991.3.B7 S66 2008","0","por","bl "
"DK511.C07 N682 2008","0","rus","ru "
"HN283.5 .M83 2005","0","por","bl "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"KRM500 .S264 2000","0","ara","le "
"HT384.G4 U55 2009","0","eng","ke "
"HT384.G42 A28 2009","0","eng","ke "
"PC5083 .E83 2008","0","por","bl "
"PQ6658.E68  E44 2008","0","spa","sp "
"HT384.E65 U55 2008","1","eng","ke "
"KBP494.32.A42 A432 2007","0","ara","su "
"JZ1318 .P478 2007","0","spa","pe "
"DS583 .A4 2009","0","eng","th "
"PJ6636.K87 G45 2008","0","ara","le "
"GT4233.S3 S55 2008","0","por","bl "
"F2810 .C823 2009","0","spa","ag "
"F2810 .C823 2009","0","spa","ag "
"F2810 .C823 2009","0","spa","ag "
"F2810 .C823 2009","0","spa","ag "
"GV174 .R94 1991","0","eng","nyu"
"F2810 .C823 2008","0","spa","ag "
"F2810 .C823 2008","0","spa","ag "
"F2810 .C823 2008","0","spa","ag "
"DR20 .D4 1985","1","fre","fr "
"F2810 .C823 2008","0","spa","ag "
"F2810 .C823 2008","0","spa","ag "
"PN5022 .I46 2008","1","por","bl "
"F2519.1.A6 M663 2003","0","por","bl "
"F2810 .C823 2008","0","spa","ag "
"F2810 .C823 2008","0","spa","ag "
"F2810 .C823 2008","0","spa","ag "
"F2810 .C823 2008","0","spa","ag "
"N8079.5 .L67 2002","0","por","bl "
"PL76.9.O43 A6 2003","0","kaz","kz "
"BL980.Y83 S63 2008","0","eng","yu "
"PQ9284.E427 Q36 1998","0","eng","po "
"DS891.2 .J387 1997","0","eng","nyu"
"DT268.J4 I8 2009","1","eng","riu"
"DK908.864 .O43 2001","0","kaz","kz "
"PJ7862.A468 A17 2007","0","ara","mr "
"PJ7862.A468 A17 2007","0","ara","mr "
"PQ1772 .C37 2005","0","fre","fr "
"HC340.12 .M652 2008","0","rus","ru "
"BV2290 .G37 1979","0","por","po "
"PQ3989.3.N43 B66 2008","0","fre","mr "
"PJ7816.A64 A17 2007","0","ara","mr "
"DK909.5.T37 M97 2002","0","kaz","kz "
"PQ3989.2.L26 P46 2009","0","fre","mr "
"PG7157.N3 A3 2008","0","pol","pl "
"PN2889.852 .V84 2008","0","vie","vm "
"GV942.7.F47 R35 1992","0","por","mz "
"BP135.A3 H374 2009","0","ara","ua "
"BP135.A3 H374 2009","0","ara","ua "
"BP135.A3 H374 2009","0","ara","ua "
"DR38.3.S65 T45 2009","0","cze","xr "
"DS87.54 .L533 2008","0","fre","fr "
"DS553.1 .V32 2009","0","fre","fr "
"HM548 .M39 2007","0","rus","ru "
"DS69.5 .C48 2008","0","fre","fr "
"GV1703.V5 L452 2008","0","vie","vm "
"PQ9261.E53 N67 1957","0","por","po "
"PQ3989.2.E375 T74 2008","0","fre","mr "
"BP166 .F32 1997","0","ara","le "
"HQ1791 .D53 2008","0","fre","mr "
"ML355.K39 I43 2001","0","kaz","kz "
"PQ2639.H13 F47 2008","0","fre","mr "
"PS228.W37 S76 1994","0","eng","nyu"
"PN9 .V662 2008","0","rus","ru "
"F1371 .U75 2008","0","spa","mx "
"PQ151 .L58 2009","0","fre","be "
"PS3573.A4722 G7 2001","0","eng","nmu"
"PQ9504 .I434 2007","0","por","bl "
"PL76.9.E36 Q85 2001","0","kaz","kz "
"BX1682.M85 T46 1958","0","por","po "
"PL76.5 .S92 2001","0","kaz","kz "
"PN56.5.E96 E37 2009","0","fre","fr "
"PN1991.8.S4 C35 2006","0","por","bl "
"PC5441 .N578 2008","0","por","bl "
"D764 .R64 2007","0","rus","ru "
"B703.S84 C65 2006","0","fre","it "
"HX195.P37 V45 2008","0","por","bl "
"PL76.5 .S22 2002","0","kaz","kz "
"F1246 .B445 2008","1","spa","sp "
"DT546.422 .S68 2009","0","fre","fr "
"PL53.9.E24 S43 2001","0","kaz","kz "
"QC859 .A714 2008","0","fre","fr "
"HD1995.38 .F67 1998","0","rus","bw "
"PE19 .S34 2008","0","eng","pl "
"HN10.G8 S43 2008","3","eng","sz "
"JN8258 .R637 2009","0","spa","sp "
"PQ9261.A6893 E45 2008","0","por","po "
"DP634 .C68 2008","1","por","po "
"DT658.25 .W76 2002","0","eng","nyu"
"PQ9261.A6 A76 2009","0","por","po "
"PQ6703.A827 T54 2009","0","spa","sp "
"PQ1997 .A1 2009","0","fre","fr "
"HN700.3.A8 S361 2005","0","khm","cb "
"B821 D87.2003","0","spa","sp "
"PQ6605.E44 Z48 2009","1","spa","sp "
"PT1828.B6 A6 2000z","0","eng","enk"
"DT543.82.T68 L48 2009","0","fre","fr "
"DT543.82.T68 L48 2009","0","fre","fr "
"DT543.82.T68 L48 2009","0","fre","fr "
"DC213 .F65 2004","0","fre","fr "
"DD231.K4 A43 2004","0","ger","gw "
"DA175 .C571 1988","0","eng","enk"
"DD901.S695 A55 2008","0","ger","gw "
"DS556.83.B36 H63 2009","0","vie","vm "
"PQ2070 1968","0","eng","sz "
"DS556.49 .T73 2008","0","vie","vm "
"PQ2070 1968","0","eng","sz "
"DS556.42 .H884 2008","0","vie","vm "
"DS556.73.D366 D56 2008","0","vie","vm "
"DS556.47 .V54 2008","0","vie","vm "
"G155.C55 D66 2007","0","eng","enk"
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"LB1584.5.E3 T36 2007","0","ara","ua "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DD801.W545 E74 suppl. 1973","0","lat","gw "
"DS70.5.G38 A4 2009","0","fre","be "
"PL8232 .A884 2009","0","fre","gw "
"B765.N573 S86 1990","0","lat","gw "
"B765.H393 Q63 2009","0","lat","gw "
"PQ9282.E38 A54 2009","0","por","po "
"JZ5584.S73 W56 2004","1","eng","ke "
"DP570 .A42 2008","0","por","po "
"PQ9275.E448 D58 2009","0","por","po "
"TD170.8.P47 N33 1980","0","ara","qa "
"HX280.P78 G45 2005","0","ger","gw "
"HQ1745.5 .T35 2007","0","eng","pk "
"ND2575 .P85 2008","1","ita","it "
"DD801.W548 V563 2009","0","ger","gw "
"PQ6666.E765 H817 2005","0","rus","ru "
"PQ6666.E765 C3717 2004","0","rus","ru "
"PQ6666.E765 S6517 2005","0","rus","ru "
"PT2374 .A1 1996","0","ger","gw "
"PT2374 .A1 1996","0","ger","gw "
"DK38.7.K523 E2 2008","0","rus","ru "
"LA1385.2 .Q87 2001","0","kaz","kz "
"B4372.A3 C3 1997","0","dan","dk "
"B4372.A3 C3 1997","0","dan","dk "
"JA71 .H84 2008","0","eng","enk"
"PN53 .C44 2008","2","eng","enk"
"GV1196.M86 T36 2001","0","kaz","kz "
"BR335 .F73 2003","0","ger","gw "
"HD1696.P4 D47 2008","1","spa","pe "
"AZ188.G7 H47 2008","0","eng","enk"
"DA990.U46 O75 2009","2","eng","ie "
"LC191.8.L29 R58 2008","0","spa","pe "
"CS1139.3 .S53 2002","0","kaz","kz "
"PQ8519.O59 Z933 2008","0","spa","pe "
"DD4 .M65","0","ger","gw "
"DD4 .M65","0","ger","gw "
"BT431.2 .P47 2007","0","eng","enk"
"PH92 .A8 2004","0","fin","fi "
"DS247.Y47 K53 2009","0","ara","ye "
"DS247.Y47 K53 2009","0","ara","ye "
"HT127.5 .P47 2007","0","spa","mx "
"BX4656 .C38 2008","0","eng","wlk"
"Z2139 .V43 2008","0","cze","xr "
"E184.M5 G47 2008","1","spa","mx "
"HC130.P6 P77 2008","1","spa","ck "
"HJ799.53 .E25 2008","0","spa","ck "
"DT104 .A93 2005","0","ara","ua "
"F2524 .I46 2008","0","spa","ck "
"PG6 .S73 2008","0","srp","yu "
"PJ7864.A35 Z586 2006","0","ara","ua "
"HB99.3 .T34 2008","0","eng","er "
"F2270.2.C4 M845 2008","1","spa","ck "
"PN1993.5.P4 B452 2009","0","spa","pe "
"Q141 .B257 2003","0","kaz","kz "
"PQ8498.413.A882 F55 2009","1","spa","pe "
"VA442 .B37 2009","0","spa","uy "
"HF3800.5.Z8 T46 2007","0","vie","vm "
"DS87.65 .H376 2007","0","ara","le "
"DS87.65 .H376 2007","0","ara","le "
"F2799.B8 C84 2008","0","spa","uy "
"PT236 .H3","0","ger","gw "
"B945 .S354 2003","0","ger","gw "
"DT324 .M59 2007","0","ara","mr "
"DT324 .M59 2007","0","ara","mr "
"PJ7808.S594 Z76 2007","0","ara","ua "
"HN320.Z9 C6238 2009","0","spa","ec "
"HD9574.B62 F474 2009","0","spa","bo "
"GN564.A53 A68 2008","0","spa","bo "
"F3320.2.U78 A73 2009","0","spa","bo "
"DS299 .S59 2007","1","per","ir "
"DS299 .S59 2007","1","per","ir "
"P92.M45 R53 2007","0","spa","mx "
"PJ7836.R33 Z93 2006","0","ara","mr "
"F1488.42.A77 C37 2008","0","spa","sp "
"DS70.5.K435 K43 2006","0","ara","iq "
"HN280.S3 C78 2009","0","spa","bo "
"BL2765.M6 M66 2008","0","spa","mx "
"F3738.2 .A64 2009","0","spa","ec "
"NX587.7 .M85 2006","0","ara","ly "
"QD22.O7A12 W48 2002","0","ger","gw "
"T14.5 .T36 2009","3","eng","nyu"
"PN5499.L53 S53 2006","0","ara","ly "
"D16.7.I23 T39 2007","0","ara","ti "
"BL1595 .H368 2007","0","ara","iq "
"IP 03122","0","dan","dk "
"LB1439 .B34 2006","0","ara","ti "
"PT2708.U338 L33 2008","0","ger","sz "
"DB931 .M28 1982","0","ger","au "
"BX714.T77 A74 2007","0","srp","rb "
"HD2346.T78 B56 2007","0","ara","ti "
"N6888.S567 A4 2009","0","ger","gw "
"PG7170.O87 C96 2008","0","pol","pl "
"N6853.D34 A4 2008","0","ger","gw "
"TX723.4 .Q38 2002","0","kaz","kz "
"f PJ3711 .L58 2009","2","ger","gw "
"f PJ3728 .F73 2009","1","ger","gw "
"DK43 .E96 2007","0","rus","ru "
"DS318.825 .T372 2009","0","ara","ua "
"DS318.825 .T372 2009","0","ara","ua "
"DS149.5.L58 B46 2006","0","lit","li "
"JQ1090.A58 K37 2002","0","kaz","kz "
"PJ6106 .M8754 2009","0","ara","ua "
"PJ6106 .M8754 2009","0","ara","ua "
"LF3893.B67 A6 2007","0","ger","it "
"DT154.A4 I29 2005","0","ara","ua "
"NC251.K5836 A4 2004","0","ger","gw "
"JV7409.V47 C67 2008","0","spa","mx "
"PQ7298.428.I48 V47 2009","1","spa","uy "
"GT4889.S33 S53 2008","0","ara","jo "
"HN120.B3 M57 2008","0","spa","mx "
"NK3850 .W37 2009","0","ger","gw "
"JL1299.Y9 P33 2007","0","spa","mx "
"PG3237.E5 B6 1943","0","eng","enk"
"DD137 .S36 2009","0","ger","gw "
"F3031.5 .P47 2006","0","spa","ag "
"PQ6666.E765 T33 2005","0","spa","sp "
"PJ7816.A64 A17 2007","0","ara","mr "
"JN6695 .S77 2008","0","rus","ru "
"N7445.6 .R53 2007","1","spa","ag "
"KBP440.62.M894 A383 2007","0","ara","le "
"PF791 .B74 2008","0","dut","ne "
"PS3563.C337 Z75 2009","2","eng","nyu"
"DK34.G3 E58 1997","0","rus","ru "
"BP64.M6 M87 2000","0","ara","mr "
"AM5 .R35 2002","0","kaz","kz "
"HC460.5 .P648 2008","1","eng","enk"
"LA427 .C39 2008","0","spa","mx "
"DK909.5.T87 T87 2000","0","kaz","kz "
"PQ7798.428.O84 M395 2000","0","spa","ag "
"DK908.13 .A68 2001","0","kaz","kz "
"HN590.Z9 M2633 2009","1","spa","sp "
"PJ7755.D35 L85 2007","0","ara","ua "
"PJ7755.D35 L85 2007","0","ara","ua "
"DP269 .C2746 2006","1","spa","sp "
"HQ792.M48 E84 2007","0","spa","mx "
"ND813.M5 S91 1971","0","eng","nyu"
"PL76.9.Q58 Z56 2001","0","kaz","kz "
"PL76.5 .A38 1999","0","kaz","kz "
"BD418.3 .M437 2008","0","eng","enk"
"PN5449.K39 Q3 1998","0","kaz","kz "
"PL76.5 .K37 2001","0","kaz","kz "
"NC973.8 .A64 A4 2008","0","tha","th "
"PL4209.C497 C46 2008","0","tha","th "
"CS1254 .K35 2009","0","tha","th "
"PL4205 .P46 2008","0","tha","th "
"NA1523.W36 S26 1998","0","tha","th "
"DS385.J5 H38 2008","1","eng","pk "
"PN1993.5.A75 C37 2008","0","eng","enk"
"JV8251 .T67 2009","0","spa","sp "
"PL4378.9.N452 Z8533 2008","0","vie","vm "
"DS559.92.S68 S66 2003","0","vie","vm "
"DS559.93.T43 D36 2005","0","vie","vm "
"HD8039.D5 D423 2009","0","eng","sz "
"DU121 .T566 2008","0","eng","at "
"PR545.C674 S85 2008","0","eng","enk"
"JZ6369 .F65 2008","4","eng","enk"
"UB419.I75 K35 2009","1","eng","cau"
"PK9201.M54 K33 2001","0","ger","gw "
"DB51 .P58 2009","0","lat","gw "
"Z282.5 .S32 2007","0","ger","gw "
"DS135.F8 A55 2008","0","fre","fr "
"PN2969 .A36 2008","0","eng","enk"
"GF541 .A73 2009","0","fre","sz "
"DK909.5.T87 Z43 2000","0","kaz","kz "
"DC801.N71 E967 2009","0","fre","fr "
"PT2603.R397 Z865613 2008","1","eng","enk"
"PA591 .F687 2009","0","fre","fr "
"E901.1.O23 I36 2008","0","eng","ke "
"NX652.P78 P89 2009","0","fre","fr "
"DP269.8.J68 D43 2008","0","eng","stk"
"PQ6668.O3835 P37 2009","0","spa","sp "
"B837 .U57 2009","0","ger","gw "
"BP183.6 .M37 2008","0","ara","le "
"DT281 .U558 2007","0","fre","ae "
"DK4130 .P6","0","pol","pl "
"DK4130 .P6","0","pol","pl "
"E169.1 .E53 2008","2","eng","stk"
"J61 .A752 110th no.56","0","eng","dcu"
"DT157.67 .P64 2009","0","eng","nyu"
"BV4390 .V44 2008","1","spa","sp "
"BR65.G73 P4715 2009","0","ger","gw "
"HV9218.3.A5 B45 2008","0","fre","mr "
"ND553.B65 A4 2009","1","fre","fr "
"PT2642.U4 Z774 2007","0","ger","gw "
"PJ7632.M75 B873 2009","0","ara","iq "
"DR1447 .R46 2002","0","slv","xv "
"N6488.S9 L38 2009","0","fre","sz "
"BX1766 .F353 2009","0","fre","sz "
"PQ7081 .H57 2008","1","spa","sp "
"PA2893.P4 P6","0","pol","pl "
"ND1356.6 .C47 2009","1","fre","fr "
"PN1997.E3643 G73 2004","0","ger","gw "
"PN56.L45 F76 2008","1","eng","azu"
"BV3325.L3 D87 2002","0","fre","sz "
"CS104 .C664 2008","0","spa","mx "
"KG481.A6 J67 2006","1","spa","mx "
"PQ6105 .C53 2008","0","spa","sp "
"PJ7862.H188 T43 2003","0","ara","wj "
"PQ2605.E55 Z637 2009","0","fre","fr "
"PJ7912.A83 Z82 2009","0","ara","sy "
"PJ7912.A83 Z82 2009","0","ara","sy "
"PJ7912.A83 Z82 2009","0","ara","sy "
"PJ7912.A83 Z82 2009","0","ara","sy "
"QC83 .J988 2005","0","fre","fr "
"DS126.5 .H346 2005","0","ara","wj "
"PA3968.D62 C64 2005","2","fre","fr "
"PL8785.2 .D53 2007","0","eng","sg "
"DS38.2 .F38 2009","0","ara","le "
"DS38.2 .F38 2009","0","ara","le "
"F1391.M5 R639 2007","0","spa","mx "
"PQ1423 .B56 2009","0","fre","fr "
"BS2506.3 .V67 2008","0","eng","enk"
"PQ2672.E25 Z515 2008","0","fre","ne "
"PJ7858.A763 B39 2004","0","ara","wj "
"Q182.7 .S36 2008","0","eng","mau"
"GR295.I7 S23 2008","0","ara","iq "
"GR295.I7 S23 2008","0","ara","iq "
"DS79 .L827 2009","0","fre","fr "
"JF1051 .T46 2008","0","eng","enk"
"DK500.N67 C45 2007","0","rus","ru "
"HM851 .C447 2007","0","rus","ru "
"PJ7846.A8756 S29 2005","0","ara","wj "
"HC1045 .C34 2009","0","fre","sg "
"DK906 .A48 2001","0","kaz","kz "
"PQ3865 .E37 2008","0","fre","ne "
"B105.V33 S65 2008","0","eng","enk"
"DS560.72.H6 B66 2009","0","vai","vm "
"BX719.M49 Z58 2008","0","srp","rb "
"DC729.M533 C67 2009","0","fre","fr "
"BL595.S9 M55 2008","1","eng","mau"
"GT1060 .D73 2007","0","pol","pl "
"PQ2515.R4 S28 2009","0","fre","fr "
"HQ799.T35 N38 2007","0","eng","tz "
"PQ307.H59 S38 2008","0","fre","ne "
"B434 .S98213 2008","1","eng","enk"
"P147 .W37 2007","0","pol","pl "
"PS3523.O46 B412 2007","0","ara","ua "
"JN6766 .S645 2008","0","pol","pl "
"JC179 .M7233 2008","0","fre","fr "
"BX2615.A325 L453 2009","0","fre","fr "
"JZ5675 .N68 2007","0","rus","ru "
"HN310.Z9 V554 2008","0","eng","enk"
"PN1998.3.N384 W47 1985","0","ger","gw "
"PG7158.N572 A63 2007","0","pol","pl "
"DS559.92.B29 D57 2008","0","vie","vm "
"KJC5456 .S95 2008","0","pol","pl "
"HC499 .H245 2006","0","ara","mr "
"PT5881.22.A9 L6 1951","0","dut","ne "
"PR6023.A655 A85 2008","0","eng","enk"
"PJ7521 .B782 2009","0","ara","le "
"PQ6047.J4 Z45 2007","0","rus","ru "
"HQ1090.7.M6 R67 2008","0","spa","mx "
"DT216 .S53 2002","0","ara","ly "
"PL76.5 .T37 2001","0","kaz","kz "
"D639.S2 N38 2007","0","rus","ru "
"BP80.Q45 A227 2008","0","ara","ua "
"DS70.8.K8 B3727 2006","0","ara","iq "
"PQ637.A96 L57 2006","0","pol","pl "
"PZ7 .K161 L58 2008","0","eng","mou"
"PS3554.I316 M3 2009","2","eng","nyu"
"DS24 .A72 2002","0","kaz","kz "
"ND652 .R35 1941","0","dut","ne "
"PQ6668.U365 A77 2008","0","spa","sp "
"JV7899.15 .N675 2007","0","cze","xr "
"DS560.72.H6 N234 2008","0","vie","vm "
"DK906 .Q66 2000","0","kaz","kz "
"HF1480.5.Z4 U53 2008","0","spa","cr "
"D1055 .V46 1999","0","ger","gw "
"GR256.P67 V73 2006","0","mac","xn "
"JZ6009.A45 A46 2008","0","spa","cr "
"PJ7804.H26 W37 2005","0","ara","wj "
"PQ2191.Z5 A66","0","fre","fre"
"JV7398 .A64 2008","0","spa","cr "
"PT2666.U272 A6 1999","0","ger","enk"
"PJ7864.A484 I54 2001","0","ara","wj "
"PT2623.E792 Z75 1995","0","ger","enk"
"JZ1318 .T357 2008","0","ara","jo "
"PR6058.A72 A6 2008","0","eng","xx "
"NA883 .A78 2007","0","spa","ec "
"DS87.2.H37 A324 2009","0","ara","le "
"DS87.2.H37 A324 2009","0","ara","le "
"DS119.7 .S422 2005","0","ara","wj "
"PQ6625.U57 A6 2008","0","spa","sp "
"BR65 A561 1948","1","rus","ch "
"PG3483.U498 L37 2009","2","eng","nyu"
"PJ7832.A7562 M39 2007","0","ara","is "
"PK8548.H348 N35 2000","0","arm","ai "
"DK510.33 .S677 2006","0","rus","ru "
"N6537.S6184 O55 2008","2","eng","enk"
"PK8548.S17 S47 2000","0","arm","ai "
"PJ7904.H27 D47 2007","0","ara","wj "
"PG1419.2.O7 Z78 2008","0","srp","rb "
"BP167.5 .B339 1945","0","ara","ua "
"P29.5 .G38 2007","0","rus","ru "
"PG5039.32.O37 Z37 2008","0","cze","xr "
"HC79.P6 H344 2009","1","eng","dcu"
"ML410.V82 P43 2008","0","cze","xr "
"DB85 .P424 2005","0","cze","xr "
"BP187.65.I72 B3463 2006","0","ara","iq "
"BX5175 .J33 2007","0","eng","enk"
"NC1877.W54 P67 2007","0","ger","au "
"D805.G3 L54 2009","0","dut","ne "
"KJE960.A8 I58 2003","0","pol","pl "
"PT2621.U34 A17 1947","0","ger","gw "
"NA1197.I7 A55 2008","0","rus","ru "
"DK2.M64 R39 2008","0","rus","ru "
"BX230 .K35 2008","0","rus","ru "
"P958 .C67 1984","0","ger","ger"
"DK601.5 .M683 2007","0","rus","ru "
"DF208.M58","1","gre","gr "
"HV1212 .Z36 2008","0","rus","ru "
"PG7012 .R67 2008","0","pol","pl "
"DS19 .E866 2008","0","rus","ru "
"DK509 .P65 2008","0","rus","ru "
"PG5038.L85 Z24 2009","0","cze","xr "
"DD120.P7 S67 2008","0","pol","pl "
"NA1123.A5 C662 2004","0","ita","it "
"NA1123.A5 C662 2004","0","ita","it "
"DK771.A39 D76 2007","0","rus","ru "
"DD801.B23 A2","0","ger","ger"
"Z955.V37 S27 1987","0","san","ii "
"Z955.V37 S27 1987","0","san","ii "
"Z955.V37 S27 1987","0","san","ii "
"Z955.V37 S27 1987","0","san","ii "
"Z955.V37 S27 1987","0","san","ii "
"Z955.V37 S27 1987","0","san","ii "
"BX1583 .A76","0","spa","spa"
"Z955.V37 S27 1987","0","san","ii "
"Z955.V37 S27 1987","0","san","ii "
"Z955.V37 S27 1987","0","san","ii "
